date,resid,resid_romer,resid_full
1969q1,-.245265491711,-.2460489720106125,-.2274091392755508
1969q2,.588516565266,.5906745344400406,.6749187645036727
1969q3,.519138207707,.5192979834973812,.4843626506626606
1969q4,.147146712621,.1479117758572102,.1658559043426067
1970q1,-.659637014895,-.6605632305145264,-.5745370611548424
1970q2,-.024066024554,-.0259125847369432,-.0259718298912048
1970q3,-.997565381092,-1.001679494976997,-.925677627325058
1970q4,-.58402334827,-.5805882411077619,-.5999237848445773
1971q1,-.771795439731,-.7721680384129286,-.8935021460056305
1971q2,.8060987985679999,.8077133535407484,.8770070113241673
1971q3,-.117032651367,-.1163607761263847,-.1003367304801941
1971q4,-1.583164967057,-1.581267684698105,-1.527480840682983
1972q1,-.068187275148,-.0683501362800598,-.1236862689256668
1972q2,-.268990009237,-.2684411033987999,-.3411303535103798
1972q3,0,-.1365761496126652,-.1117620393633842
1972q4,.009269850277,-.0500023569911718,-.0591099951416254
1973q1,.569268848456,.568758137524128,.5286473482847214
1973q2,.6634697655,.6627217307686806,.5815276280045509
1973q3,-.137988203335,-.1358652785420418,-.2387916594743729
1973q4,-1.108075744341,-1.106653161346912,-1.189948216080666
1974q1,.727655603472,.730271503329277,.7318664342164993
1974q2,1.058232802038,1.056690603494644,.9913459271192551
1974q3,-.542516362665,-.5409330241382122,-.6221972033381462
1974q4,-.176011673622,-.1764149516820908,-.3070521354675293
1975q1,-.6094537123879999,-.610786110162735,-.6043138056993484
1975q2,-.3311652861760001,-.3328659236431122,-.2432384490966797
1975q3,-.180254599123,-.1783913746476173,-.1929660066962242
1975q4,-.2008065214949999,-.2030072808265686,-.2928912192583084
1976q1,-.7987031530749999,-.7982562407851219,-.8150341659784317
1976q2,-.196284337552,-.1973201222717762,-.1452675834298134
1976q3,-.164066066077,-.1626259032636881,-.20549903716892
1976q4,-.142056297257,-.1394514366984367,-.2118411725386977
1977q1,-.409444828327,-.4087757617235184,-.4797343760728836
1977q2,-.245223277639,-.2469198405742645,-.3274968937039375
1977q3,-.135940572273,-.1347860004752874,-.2129833810031414
1977q4,-.195973032418,-.1965102478861809,-.2208928056061268
1978q1,-.057231550727,-.0573381632566452,-.1508405162021518
1978q2,-.041480693177,-.0431148409843445,-.1444738954305649
1978q3,-.361787271763,-.3622697740793228,-.4080551192164421
1978q4,.259138376171,.2603567540645599,.2322706319391727
1979q1,-.018902174052,-.0172531753778458,-.0999673828482628
1979q2,.041084131852,.0391264483332634,-.0272533521056175
1979q3,.8584299081589999,.8605911731719971,.8895470798015594
1979q4,.044937951292,.0449352711439133,.0993314906954765
1980q1,1.608040690134,1.60708665009588,1.81355057656765
1980q2,-3.984732664275,-3.986086010932922,-4.058773934841156
1980q3,.975843030159,.9786536544561386,1.164973452687263
1980q4,2.455396602785,2.455447614192963,2.474536657333374
1981q1,-.4761058254,-.4765787422657013,-.4291963279247284
1981q2,1.514907827349,1.514497637748718,1.525954008102417
1981q3,-.651503715599,-.6473487392067909,-.7218543514609337
1981q4,-.8302483233770001,-.8308353796601295,-.8630373701453209
1982q1,.5863875343490002,.5867098271846771,.6124529540538788
1982q2,-.055610131932,-.0564761497080326,-.0891476348042488
1982q3,-.407508410409,-.4078322201967239,-.435907393693924
1982q4,.5330049270339999,.5335373878479004,.453018344938755
1983q1,.329637562927,.330423429608345,.3403285443782806
1983q2,-.018749407892,-.018457293510437,-.0370014272630215
1983q3,-.242335755975,-.243218332529068,-.1983932442963123
1983q4,.325990485294,.3265825062990189,.2766462713479996
1984q1,.156448429254,.1555653959512711,.1515853255987167
1984q2,.173243272403,.1731549650430679,.13765749335289
1984q3,.265528910772,.2640372328460217,.2864533104002476
1984q4,-.653967604018,-.6534069515764713,-.7383594769053161
1985q1,.043523498195,.0424604415893555,.0938688218593597
1985q2,-.103948440594,-.1044859811663628,-.1474005430936813
1985q3,.2466248522,.2457842566072941,.254004530608654
1985q4,.05537063137,.0553489681333303,.0780943986028433
1986q1,-.109958119439,-.1095687225461006,-.0923630222678185
1986q2,.282621338207,.2821973264217377,.2789762765169144
1986q3,-.400390017778,-.4034523627269664,-.3884780742228031
1986q4,-.060656671139,-.0602143220603466,-.0200735181570053
1987q1,.366852987106,.3670340925455093,.4283996820449829
1987q2,.238376190682,.2387692183256149,.2585373818874359
1987q3,-.208706711276,-.2116506155580282,-.1605985220521688
1987q4,-.265471760813,-.2649809122085571,-.1958912312984467
1988q1,-.206251129379,-.2071778997778893,-.0883625671267509
1988q2,.495983519926,.4957365393638611,.5805243998765945
1988q3,-.248788853037,-.2482354268431664,-.2102174051105976
1988q4,.436473466927,.4349482245743275,.4447968509048223
1989q1,.35826997191,.3590730242431164,.3247353434562683
1989q2,.153398808655,.1532258242368698,.1436367928981781
1989q3,-.064334053467,-.0658207163214684,-.052243247628212
1989q4,-.045383951427,-.0476305186748505,.0367205888032913
1990q1,.219126752435,.2170082852244377,.2577399127185345
1990q2,.04396574003,.0434028618037701,.044887475669384
1990q3,.08404150019,.0824630260467529,.0719500482082367
1990q4,-.295534146702,-.2959640640765429,-.1521085388958454
1991q1,-.024184465623,-.0246575325727463,.0402714610099792
1991q2,.26233321092,.2621248066425323,.2334903478622437
1991q3,.063748907188,.0632367357611656,.0716177336871624
1991q4,-.04273797343,-.0422804839909077,.006702889688313
1992q1,-.130344972988,-.1301135325338691,-.0160251669585705
1992q2,.148171332508,.148328885436058,.1536554396152496
1992q3,-.090376685219,-.0905086828861386,-.0479476465843618
1992q4,-.441244121658,-.4403395671397448,-.2830334976315498
