date,resid,resid_romer,resid_full
1978m7,-.142442885272,-.1425050348043442,-.1485684663057327
1978m8,-.063760798385,-.0636497437953949,-.0911174342036247
1978m9,-.155583588106,-.1561149954795837,-.1683692187070847
1978m10,.133367116588,.1334036439657211,.129458025097847
1978m11,.168270097538,.1685472577810287,.154077485203743
1978m12,-.042498837955,-.0415941476821899,-.0512648783624172
1979m1,0,0,0
1979m2,-.151838458991,-.1512349545955658,-.176146388053894
1979m3,.132936284939,.13398177921772,.0761790052056313
1979m4,-.064314582716,-.0649314895272255,-.0982977151870728
1979m5,.105398714568,.1040579378604889,.0710443630814552
1979m6,0,0,0
1979m7,.76079668242,.7624441981315613,.6877586245536804
1979m8,.321732762736,.3218673169612885,.3513833582401276
1979m9,-.224099536997,-.2237203419208527,-.1495949029922485
1979m10,0,0,0
1979m11,.044937951292,.0449352711439133,.0993314906954765
1979m12,0,0,0
1980m1,-.011142424815,-.0119341993704438,.0820398181676865
1980m2,.196964438069,.1958207190036774,.283840537071228
1980m3,1.42221867688,1.423200130462646,1.447670221328735
1980m4,-3.220882635102,-3.221446514129639,-3.249919414520264
1980m5,-.763850029173,-.7646394968032837,-.8088545203208923
1980m6,0,0,0
1980m7,.403119427007,.4039619863033295,.402221292257309
1980m8,-.198147737438,-.1971125453710556,-.0950970202684402
1980m9,.77087134059,.7718042135238647,.8578491806983948
1980m10,1.218139599183,1.21806263923645,1.274463653564453
1980m11,1.87141691649,1.871225118637085,1.863379836082458
1980m12,-.634159912888,-.6338401436805725,-.6633068323135376
1981m1,0,0,0
1981m2,-.783484174585,-.7842904925346375,-.739713191986084
1981m3,.307378349185,.3077117502689362,.3105168640613556
1981m4,0,0,0
1981m5,1.514907827349,1.514497637748718,1.525954008102417
1981m6,0,0,0
1981m7,-.610960624837,-.6089898943901062,-.6472443342208862
1981m8,-.040543090762,-.0383588448166847,-.0746100172400475
1981m9,0,0,0
1981m10,-.574393824432,-.5735740661621094,-.5562595725059509
1981m11,-.355932116684,-.3564907610416412,-.4110806882381439
1981m12,.100077617739,.0992294475436211,.104302890598774
1982m1,0,0,0
1982m2,1.021145227242,1.021055459976196,1.017321586608887
1982m3,-.434757692893,-.4343456327915192,-.4048686325550079
1982m4,0,0,0
1982m5,-.055610131932,-.0564761497080326,-.0891476348042488
1982m6,0,0,0
1982m7,-.196263006299,-.1964622437953949,-.1941908448934555
1982m8,-.21124540411,-.211369976401329,-.2417165488004684
1982m9,0,0,0
1982m10,-.242448323313,-.2422085255384445,-.2640693485736847
1982m11,.124723723844,.1252706497907639,.0893374755978584
1982m12,.650729526503,.6504752635955811,.6277502179145813
1983m1,0,0,0
1983m2,.184811931598,.1841504573822021,.2041226625442505
1983m3,.144825631329,.1462729722261429,.1362058818340302
1983m4,0,0,0
1983m5,-.018749407892,-.018457293510437,-.0370014272630215
1983m6,0,0,0
1983m7,-.00784959269,-.0082640051841736,.0368914566934109
1983m8,-.234486163285,-.2349543273448944,-.2352847009897232
1983m9,0,0,0
1983m10,.281518878833,.2814151644706726,.2312586307525635
1983m11,-.172426007996,-.172220304608345,-.1428573429584503
1983m12,.216897614457,.2173876464366913,.1882449835538864
1984m1,.257436465559,.2570860981941223,.2191313654184341
1984m2,0,0,0
1984m3,-.100988036305,-.1015207022428513,-.0675460398197174
1984m4,0,0,0
1984m5,.173243272403,.1731549650430679,.13765749335289
1984m6,0,0,0
1984m7,.326812846194,.3262135088443756,.3455288410186768
1984m8,-.061283935422,-.062176275998354,-.0590755306184292
1984m9,0,0,0
1984m10,.035286516289,.0350807718932629,-.0013488638214767
1984m11,-.545643144463,-.5453212261199951,-.5607488751411438
1984m12,-.143610975844,-.1431664973497391,-.1762617379426956
1985m1,0,0,0
1985m2,-.157752492982,-.1577053517103195,-.1112713068723679
1985m3,.201275991177,.200165793299675,.2051401287317276
1985m4,0,0,0
1985m5,-.103948440594,-.1044859811663628,-.1474005430936813
1985m6,0,0,0
1985m7,.060238727714,.0599872060120106,.0661693140864372
1985m8,.186386124486,.1857970505952835,.1878352165222168
1985m9,0,0,0
1985m10,.104016372067,.1034393981099129,.1090357899665833
1985m11,.02079826029,.0207332726567984,.0200006831437349
1985m12,-.069444000987,-.0688237026333809,-.0509420745074749
1986m1,0,0,0
1986m2,-.109958119439,-.1095687225461006,-.0923630222678185
1986m3,0,0,0
1986m4,.206716384962,.2068421244621277,.1843801438808441
1986m5,.075904953245,.07535520195961,.0945961326360703
1986m6,0,0,0
1986m7,-.167810036901,-.1688441336154938,-.1880758851766586
1986m8,-.234049647942,-.2347195595502853,-.2243749797344208
1986m9,.001469667065,.0001113304388127,.0239727906882763
1986m10,0,0,0
1986m11,.021131312778,.0212956331670284,.026360385119915
1986m12,-.081787983917,-.081509955227375,-.0464339032769203
1987m1,0,0,0
1987m2,.175747037306,.1759726256132126,.1924900561571121
1987m3,.1911059498,.1910614669322968,.2359096258878708
1987m4,0,0,0
1987m5,.238376190682,.2387692183256149,.2585373818874359
1987m6,0,0,0
1987m7,-.040865438803,-.0415785014629364,-.0287036243826151
1987m8,-.021046005116,-.0220040138810873,-.0046422146260738
1987m9,-.146795267357,-.1480681002140045,-.1272526830434799
1987m10,0,0,0
1987m11,-.085128297807,-.0851218402385712,-.0651611983776093
1987m12,-.180343463006,-.179859071969986,-.1307300329208374
1988m1,0,0,0
1988m2,-.223816060327,-.2239585071802139,-.1753926426172256
1988m3,.017564930948,.0167806074023247,.0870300754904747
1988m4,0,0,0
1988m5,.188396485186,.188602477312088,.2292944341897964
1988m6,.30758703474,.3071340620517731,.3512299656867981
1988m7,0,0,0
1988m8,-.181507589434,-.1812129318714142,-.1558673530817032
1988m9,-.067281263603,-.0670224949717522,-.0543500520288944
1988m10,0,0,0
1988m11,-.009363429794,-.0093125216662884,-.0158765707165003
1988m12,.445836896721,.4442607462406158,.4606734216213226
1989m1,0,0,0
1989m2,.297326940018,.2978298664093018,.270412415266037
1989m3,.060943031892,.0612431578338146,.0543229281902313
1989m4,0,0,0
1989m5,.153398808655,.1532258242368698,.1436367928981781
1989m6,0,0,0
1989m7,.074773029402,.0739492103457451,.0585690215229988
1989m8,-.139107082869,-.1397699266672134,-.1108122691512108
1989m9,0,0,0
1989m10,-.086605990899,-.0882281512022018,-.0543116703629494
1989m11,.107772313991,.1076714172959328,.1381125152111053
1989m12,-.066550274519,-.0670737847685814,-.0470802560448647
1990m1,0,0,0
1990m2,.313039532009,.3118754029273987,.3189620971679688
1990m3,-.093912779574,-.094867117702961,-.0612221844494343
1990m4,0,0,0
1990m5,.04396574003,.0434028618037701,.044887475669384
1990m6,0,0,0
1990m7,-.065610272108,-.065484032034874,-.0938711315393448
1990m8,.149651772298,.1479470580816269,.1658211797475815
1990m9,0,0,0
1990m10,-.119344369142,-.1211683228611946,-.1035182699561119
1990m11,-.017550121145,-.0169257912784815,.0436162762343884
1990m12,-.158639656415,-.1578699499368668,-.0922065451741219
1991m1,0,0,0
1991m2,-.25142272016,-.2517237067222595,-.2186413705348969
1991m3,.227238254537,.2270661741495132,.2589128315448761
1991m4,0,0,0
1991m5,.26233321092,.2621248066425323,.2334903478622437
1991m6,0,0,0
1991m7,-.076714431122,-.0767761096358299,-.0468054078519344
1991m8,.14046333831,.1400128453969955,.1184231415390968
1991m9,0,0,0
1991m10,-.0347237208,-.0359500385820866,-.0099763153120875
1991m11,-.120818316827,-.1201701238751411,-.1236787065863609
1991m12,.112804064197,.11383967846632,.1403579115867615
1992m1,0,0,0
1992m2,-.003968716929,-.0036539488937706,.0493385456502438
1992m3,-.126376256059,-.1264595836400986,-.0653637126088142
1992m4,0,0,0
1992m5,.148171332508,.148328885436058,.1536554396152496
1992m6,0,0,0
1992m7,-.087779002008,-.0882265493273735,-.0548219121992588
1992m8,-.002597683211,-.0022821335587651,.006874265614897
1992m9,0,0,0
1992m10,-.175436102685,-.1764473766088486,-.1290809512138367
1992m11,-.028952874442,-.02831638045609,.0269563421607018
1992m12,-.236855144531,-.2355758100748062,-.1809088885784149
1993m1,0,0,0
1993m2,.09441379882,.0944145321846008,.1068939864635468
1993m3,-.062870183757,-.0623992532491684,-.0439049191772938
1993m4,0,0,0
1993m5,.334700709384,.3347188830375671,.3246819972991943
1993m6,0,0,0
1993m7,.009494200632,.0091190747916698,.0296851806342602
1993m8,.04401014869,.0447417162358761,.0628325939178467
1993m9,.158968634691,.1585995852947235,.1800253689289093
1993m10,0,0,0
1993m11,-.087284292194,-.0870398581027985,-.046201977878809
1993m12,-.1631514989,-.1628401726484299,-.137263759970665
1994m1,0,0,0
1994m2,.224341423257,.2242897152900696,.2571381330490112
1994m3,.31292952942,.3132061064243317,.331529438495636
1994m4,0,0,0
1994m5,.287194493018,.2875827550888062,.3189584314823151
1994m6,0,0,0
1994m7,.070467666328,.0703163519501686,.078429289162159
1994m8,.416768636917,.4170131683349609,.4302116334438324
1994m9,.040928417371,.0411016419529915,.0727978944778442
1994m10,0,0,0
1994m11,.549060493793,.5495342612266541,.6037967205047607
1994m12,-.248254577277,-.2475575804710388,-.2143765985965729
1995m1,0,0,0
1995m2,.500767966583,.5007985830307007,.5145183801651001
1995m3,.241404475133,.2415054440498352,.2389937341213226
1995m4,0,0,0
1995m5,.209183930757,.2095425724983215,.2281153500080109
1995m6,0,0,0
1995m7,-.006018013144,-.0055586211383343,.0149337965995073
1995m8,-.090617835655,-.090561181306839,-.0409626364707947
1995m9,.024891553757,.0246750582009554,.0612444244325161
1995m10,0,0,0
1995m11,.052099296954,.0521295741200447,.112813413143158
1995m12,-.17055498203,-.1703197956085205,-.1266993880271912
1996m1,.073325448855,.0730184689164162,.0694224908947945
1996m2,0,0,0
1996m3,.056453419699,.0565368384122849,.0703870505094528
1996m4,0,0,0
1996m5,-.026919644297,-.0268014278262854,.0037818280979991
1996m6,0,0,0
1996m7,-.039961318639,-.0403082519769669,-.0143760731443763
1996m8,-.065339568339,-.0649018362164497,-.0258027203381062
1996m9,-.0424412538,-.0431006252765656,.0131720127537847
1996m10,0,0,0
1996m11,.047588518024,.048315268009901,.0722515285015106
1996m12,-.029112222953,-.0280777849256992,.0140351122245193
1997m1,,0,0
1997m2,,.0026327355299145,.0207099318504333
1997m3,,.0484451167285442,.1070824712514877
1997m4,,0,0
1997m5,,.0685378089547157,.1036549583077431
1997m6,,0,0
1997m7,,-.1315269470214844,-.1020295172929764
1997m8,,.0899546220898628,.1120382100343704
1997m9,,-.2125507295131683,-.1527107954025269
1997m10,,0,0
1997m11,,-.1112498268485069,-.0708412826061249
1997m12,,-.0227432195097208,-.0010509802959859
1998m1,,0,0
1998m2,,-.0599071197211742,-.0269190315157175
1998m3,,-.0642267465591431,-.0248858500272036
1998m4,,0,0
1998m5,,-.132081538438797,-.0645189359784126
1998m6,,0,0
1998m7,,.0558918863534927,.0878525823354721
1998m8,,.0714918449521065,.1022001653909683
1998m9,,-.2770545780658722,-.2344727516174316
1998m10,,0,0
1998m11,,-.1836868226528168,-.1404133141040802
1998m12,,-.2174747884273529,-.1666045188903809
1999m1,,0,0
1999m2,,-.1605022698640823,-.1064126938581467
1999m3,,-.2024210542440414,-.1530465632677078
1999m4,,0,0
1999m5,,-.1589149236679077,-.1105998307466507
1999m6,,.22225122153759,.2589466869831085
1999m7,,0,0
1999m8,,.2652121186256409,.2560746371746063
1999m9,,0,0
1999m10,,-.2032782137393951,-.1877480894327164
1999m11,,.155583992600441,.2216908931732178
1999m12,,-.2516400814056396,-.1916986107826233
2000m1,,0,0
2000m2,,.0138568300753832,.0537882149219513
2000m3,,-.0540839470922947,-.0305413827300072
2000m4,,0,0
2000m5,,.3104409277439117,.318465530872345
2000m6,,.0644438415765762,.0458423495292664
2000m7,,0,0
2000m8,,-.0770715847611427,-.0592025257647038
2000m9,,0,0
2000m10,,-.1245247051119804,-.1010724827647209
2000m11,,.0083043240010738,.0246109422296286
2000m12,,.197028711438179,.1993999034166336
2001m1,,.0603674240410328,.0437176525592804
2001m2,,0,0
2001m3,,-.5427520275115967,-.4901230335235596
2001m4,,0,0
2001m5,,-.4488357305526733,-.4116652309894562
2001m6,,-.1597624272108078,-.1445821821689606
2001m7,,0,0
2001m8,,-.162539929151535,-.1289616227149963
2001m9,,0,0
2001m10,,-.0012130371760577,.0299960970878601
2001m11,,-.2308558523654938,-.173675537109375
2001m12,,-.3402650952339172,-.2388486117124557
2002m1,,-.2698642611503601,-.1624719947576523
2002m2,,0,0
2002m3,,-.4623079001903534,-.3587013781070709
2002m4,,0,0
2002m5,,.144588366150856,.1750396192073822
2002m6,,-.001792267896235,.033100038766861
2002m7,,0,0
2002m8,,.1326869130134583,.1587105840444565
2002m9,,-.1150230467319489,-.0545444376766682
2002m10,,0,0
2002m11,,-.3064624667167664,-.2794490456581116
2002m12,,-.0543870739638805,-.0005776465404779
2003m1,,-.0388184897601604,-.0077294302172959
2003m2,,0,0
2003m3,,-.0137762809172273,.0280189085751772
2003m4,,0,0
2003m5,,-.0318621955811977,-.0148581564426422
2003m6,,-.2484076023101807,-.2142984569072723
2003m7,,0,0
2003m8,,-.1126340478658676,-.0643086135387421
2003m9,,-.2552831172943115,-.2074486315250397
2003m10,,-.2281343936920166,-.1931383162736893
2003m11,,0,0
2003m12,,-.2684079110622406,-.2278492450714111
2004m1,,-.1103037521243095,-.1054660603404045
2004m2,,0,0
2004m3,,.0856667459011078,.0685058310627937
2004m4,,0,0
2004m5,,-.1243457049131393,-.1164480522274971
2004m6,,.1616206765174866,.1457069665193558
2004m7,,0,0
2004m8,,.3169703185558319,.2789229452610016
2004m9,,.130976527929306,.1479361951351166
2004m10,,0,0
2004m11,,.2820381820201874,.3031043112277985
2004m12,,.1133785843849182,.1512001305818558
2005m1,,0,0
2005m2,,.0902926623821259,.1171772927045822
2005m3,,.0279983729124069,.0508713498711586
2005m4,,0,0
2005m5,,.3132542669773102,.2955805063247681
2005m6,,.2321395725011826,.2345822602510452
2005m7,,0,0
2005m8,,.0281639490276575,.0600881092250347
2005m9,,.2717928290367126,.2494448870420456
2005m10,,0,0
2005m11,,.2183205783367157,.2210429161787033
2005m12,,.0393481515347958,.0484886802732944
2006m1,,.108098641037941,.1144474521279335
2006m2,,0,0
2006m3,,.0919064432382584,.094574436545372
2006m4,,0,0
2006m5,,.1558178812265396,.1676875799894333
2006m6,,.4754467010498047,.4367662370204926
2006m7,,0,0
2006m8,,.0564084127545357,.0641867145895958
2006m9,,.0554038174450397,.0619634203612804
2006m10,,-.1040138006210327,-.063931405544281
2006m11,,0,0
2006m12,,.0148407211527228,.0501345731317997
2007m1,,-.1094694212079048,-.0684813559055328
2007m2,,0,0
2007m3,,.1581973284482956,.1548214107751846
2007m4,,0,0
2007m5,,-.0222669411450624,-.0126106468960643
2007m6,,-.0724375694990158,-.0707237347960472
2007m7,,0,0
2007m8,,-.0068558161146939,.0241127703338861
2007m9,,-.6289282441139221,-.5875561833381653
2007m10,,-.3814294338226318,-.3173397481441498
2007m11,,0,0
2007m12,,-.1292825043201447,-.0615589059889317
