date,year,quarter,month,jk_pc1_hf,jk_SP500_hf,jk_MP_pm,jk_CBI_pm,jk_MP_median,jk_CBI_median,ident_bp_u1,ident_bp_u2,ident_bp_u3,ident_bp_u4,ident_bp_event_count,ident_s_u1,ident_s_u2,ident_s_u3,ident_s_u4,ident_s_event_count,mps_STMT,mps_PC,mps_ME,mps_event_count,mps_minutes_MIN,mps_minutes_event_count,bs_m_MPS,bs_m_MPS_ORTH_x,bs_m_NFP_SURP,bs_m_NFP_12M,bs_m_SP500_3M,bs_m_SLOPE_3M,bs_m_BCOM_3M,bs_m_TR_SKEW,bs_fomc_Unscheduled,bs_fomc_FF1,bs_fomc_FF2,bs_fomc_ED1,bs_fomc_ED2,bs_fomc_ED3,bs_fomc_ED4,bs_fomc_SP500,bs_fomc_SP500 emini,bs_fomc_TNOTE02,bs_fomc_TNOTE05,bs_fomc_TNOTE10,bs_fomc_TBOND,bs_fomc_MPS,bs_fomc_MPS_ORTH,bs_fomc_NFP_SURP,bs_fomc_NFP_12M,bs_fomc_SP500_3M,bs_fomc_SLOPE_3M,bs_fomc_BCOM_3M,bs_fomc_TR_SKEW,bs_fomc_event_count,usmpd_me_MP1,usmpd_me_MP2,usmpd_me_FF1,usmpd_me_FF2,usmpd_me_OIS1Y,usmpd_me_OIS2Y,usmpd_me_UST2Y,usmpd_me_UST5Y,usmpd_me_UST10Y,usmpd_me_SP500,usmpd_me_SPFUT,usmpd_me_DXY,usmpd_me_SEP,usmpd_me_Unscheduled,usmpd_me_PC,usmpd_me_event_count,bs_m_MPS_ORTH_y,uk_Target,uk_Path,uk_QE,uk_event_count,bs_m_MPS_ORTH,rr_resid_romer,rr_resid_full
1969-01-01,1969,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009535993883,,,,,1.009535993883,1.0118353217840195,1.0977281802333891
1970-01-01,1970,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2652917688109997,,,,,-2.2652917688109997,-2.268743551336229,-2.1261103032156825
1971-01-01,1971,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.665894259587,,,,,-1.665894259587,-1.6620831456966698,-1.6443127058446407
1972-01-01,1972,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32790743410800005,,,,,-0.32790743410800005,-0.5233697462826967,-0.6356886569410563
1973-01-01,1973,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013325333719999777,,,,,-0.013325333719999777,-0.01103857159614563,-0.31856489926576614
1974-01-01,1974,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0673603692229998,,,,,1.0673603692229998,1.0696141310036182,0.7939630225300789
1975-01-01,1975,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3216801191820002,,,,,-1.3216801191820002,-1.3250506892800331,-1.3334094807505608
1976-01-01,1976,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3011098539609998,,,,,-1.3011098539609998,-1.297653703019023,-1.3776419591158628
1977-01-01,1977,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9865817106570001,,,,,-0.9865817106570001,-0.9869918506592512,-1.2411074563860893
1978-01-01,1978,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20136113949599999,,,,,-0.20136113949599999,-0.20236602425575256,-0.471098898909986
1979-01-01,1979,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9255498172509998,,,,,0.9255498172509998,0.927399717271328,0.8616578355431557
1980-01-01,1980,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.054547658803,,,,,1.054547658803,1.055101907812059,1.3942867517471313
1981-01-01,1981,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44295003702700003,,,,,-0.44295003702700003,-0.4402652233839035,-0.488134041428566
1982-01-01,1982,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656273919042,,,,,0.656273919042,0.655938845127821,0.5404162704944611
1983-01-01,1983,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3945428843539999,,,,,0.3945428843539999,0.3953303098678589,0.3815801441669464
1984-01-01,1984,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05874699158899993,,,,,-0.05874699158899993,-0.06064935773611069,-0.1626633475534618
1985-01-01,1985,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24157054117100002,,,,,0.24157054117100002,0.23910768516361713,0.2785672079771757
1986-01-01,1986,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28838347014899995,,,,,-0.28838347014899995,-0.29103808091167593,-0.2219383381307125
1987-01-01,1987,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1310507056990001,,,,,0.1310507056990001,0.12917178310453892,0.3304473105818033
1988-01-01,1988,1,1,,,,,,,,,,,,,,,,,,,,,,,0.02511028049522434,-0.056914283260711414,0.482,0.062214031619008736,0.03306936455626275,-0.9900000000000002,0.044822101569392814,0.9602134347826088,2.0,,,-4.336808689942018e-18,-0.025,-0.015,0.0,-0.1482690264594395,,,,-0.011923907380809937,-0.019085440712337656,0.025109943543341978,-0.07834475874555225,296.0,12.317848473245263,0.04378371082540244,-0.47605216536944406,0.08240766175825787,1.4880251363636363,4.0,,,,,,,,,,,,,,,,,0.47741700443699997,,,,,0.47741700443699997,0.47527143731713295,0.7267412785440683
1988-04-01,1988,2,4,,,,,,,,,,,,,,,,,,,,,,,0.2734728985715419,0.1619234705759741,-0.0315,0.09499039564066791,0.09108472799993006,-0.1900000000000004,0.1879743729042671,1.3007161304347825,9.0,,,0.16,0.175,0.17500000000000002,0.11500000000000964,-0.8373749087326121,,,,0.0415471218039736,0.043974462983899266,0.2734725481586818,0.05675420278037709,-401.0,37.90984322023796,0.03550318747106562,1.3244476766086986,0.6906474267241336,4.5112060000000005,12.0,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-01,1988,3,7,,,,,,,,,,,,,,,,,,,,,,,0.26085284698022515,0.18015933530757808,0.011500000000000005,0.09613855906606616,0.08916590379097045,-1.8700000000000003,0.010081872304294137,0.6633147826086957,4.0,,,0.17500000000000002,0.19000000000000003,0.185,0.20249999999999813,-1.147677725781175,,,0.07331873683576082,0.08803433526638775,0.07788984150725439,0.2608529534392876,0.05462596965098869,323.5,22.408935555359832,0.21964232570848363,-4.009072922666609,0.19340663157124455,1.865451818181818,7.0,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-01,1988,4,10,,,,,,,,,,,,,,,,,,,,,,,0.14693425314639388,0.09831723570318042,0.1855,0.06088042775749969,0.053892870879368004,-1.4899999999999998,-0.06268006666712456,0.5023491739130435,2.0,0.0,0.0,0.065,0.15000000000000002,0.11,0.09499999999998461,-0.2117394305786387,0.0,0.0,0.0812246109535302,0.05309762217778224,0.05242924589675946,0.14693422212578805,0.047103194686018035,371.5,12.311782478024291,0.08007204047355998,-2.3461099317710734,-0.15658305913699078,1.180776318181818,4.0,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-01,1989,1,1,,,,,,,,,,,,,,,,,,,,,,,0.17403605947581263,0.04839257110726312,0.22849999999999998,0.09343352109015512,0.15901445822442373,-2.2700000000000005,0.15318554742826418,0.7665196086956522,7.0,,,0.06,0.09499999999999999,0.10500000000000001,0.0950000000000068,-0.3509329371770139,,,0.031696446834706175,0.029655785025612707,0.025784520299966765,0.17403558258426002,-0.1875728628602405,898.5,28.420902784978708,0.5745176514091774,-5.585853078271657,0.5238638769073534,2.2252022727272727,9.0,,,,,,,,,,,,,,,,,0.401950775671,,,,,0.401950775671,0.3988476134836674,0.45284947752952576
1989-04-01,1989,2,4,,,,,,,,,,,,,,,,,,,,,,,-0.050340342653824977,-0.10444856775761244,-0.202,0.056516427763478205,0.18157505439731203,-0.6100000000000001,0.014462822205405068,0.48714895652173906,1.0,0.0,0.0,-0.05,-0.065,-0.075,-0.0699999999999932,0.24637998438841177,0.0,0.0,-0.030183804910782826,-0.02532488533750729,-0.014814187337432607,-0.05034070415204091,-0.06911621678769732,-202.0,5.6516427763478205,0.18157505439731206,0.06682287590253821,0.014462822205405072,0.4828278181818181,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-01,1989,3,7,,,,,,,,,,,,,,,,,,,,,,,-0.06772176751108844,-0.07943561695505677,-0.008500000000000002,0.04890603135355143,0.1453784000813112,-0.05,-0.06466433892569334,0.19730060869565222,3.0,0.0,0.0,-0.065,-0.115,-0.12,-0.1300000000000238,0.8093307419941631,0.0,0.0,-0.06993386363426318,-0.042372654259740704,-0.023712048319158505,-0.06772244738000308,-0.06278395654900173,-61.0,12.48687122657284,0.3976495389016321,1.4840408692184548,-0.32180663580692404,0.5800705909090909,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-01,1989,4,10,,,,,,,,,,,,,,,,,,,,,,,0.05940246556757564,0.05095084686255659,0.165,0.062296895664891494,0.06348211023699601,0.04999999999999999,0.09030757216212937,-0.016638608695652216,5.0,,,0.009999999999999995,-0.015,-3.469446951953614e-18,-0.045000000000019885,1.2478692832080371,,,-0.02405096304293755,-0.0002360485765047272,0.02595997563394756,0.05940184667048199,0.019787473566922238,267.0,16.862847559972142,0.01541047780691421,-0.015667829801773614,0.2427530948089185,-0.3201967727272727,8.0,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-01,1990,1,1,-0.02788713,-0.32781000000000005,0.0,-0.02788713,0.005588,-0.03347513,,,,,,,,,,,,,,,,,0.003968872730953813,0.019096407676032358,0.252,0.03723975382227174,-0.021087646414771122,0.9299999999999999,0.025435427002003408,0.16613830434782606,0.0,0.0,0.0,-0.010000000000000002,-0.005000000000000001,-0.005000000000000001,-0.035000000000001134,-0.47053999999999996,0.0,0.0,0.0018026459534023435,0.0022372573449236967,0.016566930334411048,0.003968677426366338,-0.015069070404238182,252.0,3.7239753822273522,-0.021087646414771115,0.3530176509006075,0.025435427002003408,0.1579009545454545,2.0,,,,,,,,,,,,,,,,,0.051599845952999934,,,,,0.051599845952999934,0.046910108998417854,0.22246889770030975
1990-04-01,1990,2,4,-0.01231886,0.05109,-0.01231886,0.0,-0.00920347,-0.00311539,,,,,,,,,,,,,,,,,-0.008308413293434772,-0.005215171066629801,-0.306,0.017290807945474995,0.06008494021547239,0.22999999999999998,0.01884461382823588,0.03512208695652174,0.0,0.0,0.0,-0.01,-0.025,-0.02,-0.01,0.21893,0.0,0.0,-0.011452011794920575,-0.0093811527014652,-0.01199232943076302,-0.008308540542225176,0.01371810040119391,-306.0,1.7290807945475,0.06008494021547239,0.1776991973494906,0.01884461382823588,0.04041622727272728,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-01,1990,3,7,-0.07169805,0.22962,-0.07169805,0.0,-0.04953024,-0.022167810000000003,,,,,,,,,,,,,,,,,0.004221097563947418,0.01206742132786922,-0.2875,0.03288928547336312,-0.03920727633723331,0.24999999999999994,0.07493832909179154,0.17935243478260868,1.0,0.0,0.0,-0.025,-0.04,8.673617379884035e-19,-0.02,0.325607,0.0,0.0,-0.013266513513664133,-0.014126314147150517,-0.0061202544685842065,0.004220757478313958,0.03384959246254079,-347.5,5.0534073597690465,0.02892789765333159,1.0336178937250464,0.07313408117215389,0.3383756363636363,3.0,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-01,1990,4,10,-0.15675063,-0.14895999999999998,-0.16108497000000002,0.004334339999999999,-0.06949999,-0.08725064,,,,,,,,,,,,,,,,,-0.03256134485596108,-0.029767400716296924,-0.28,0.02310349827654612,-0.1775406803803321,0.7000000000000002,0.07865610027203385,1.3419812608695654,2.0,,,-0.12500000000000003,-0.09,-0.08499999999999999,-0.09499999999999999,-0.18947100000000017,,,-0.08923216775005875,-0.01940263112033632,-0.022531222275342485,-0.032562443864184686,0.03446418309594432,-857.0,6.186716318123686,-0.3940852641016166,0.432310088065917,-0.04972602714517216,3.7767643636363637,8.0,,,,,,,,,,,,,,,,,,,,,,,,
