date,year,quarter,month,jk_pc1_hf,jk_SP500_hf,jk_MP_pm,jk_CBI_pm,jk_MP_median,jk_CBI_median,ident_bp_u1,ident_bp_u2,ident_bp_u3,ident_bp_u4,ident_bp_event_count,ident_s_u1,ident_s_u2,ident_s_u3,ident_s_u4,ident_s_event_count,mps_STMT,mps_PC,mps_ME,mps_event_count,mps_minutes_MIN,mps_minutes_event_count,bs_m_MPS,bs_m_MPS_ORTH_x,bs_m_NFP_SURP,bs_m_NFP_12M,bs_m_SP500_3M,bs_m_SLOPE_3M,bs_m_BCOM_3M,bs_m_TR_SKEW,bs_fomc_Unscheduled,bs_fomc_FF1,bs_fomc_FF2,bs_fomc_ED1,bs_fomc_ED2,bs_fomc_ED3,bs_fomc_ED4,bs_fomc_SP500,bs_fomc_SP500 emini,bs_fomc_TNOTE02,bs_fomc_TNOTE05,bs_fomc_TNOTE10,bs_fomc_TBOND,bs_fomc_MPS,bs_fomc_MPS_ORTH,bs_fomc_NFP_SURP,bs_fomc_NFP_12M,bs_fomc_SP500_3M,bs_fomc_SLOPE_3M,bs_fomc_BCOM_3M,bs_fomc_TR_SKEW,bs_fomc_event_count,usmpd_me_MP1,usmpd_me_MP2,usmpd_me_FF1,usmpd_me_FF2,usmpd_me_OIS1Y,usmpd_me_OIS2Y,usmpd_me_UST2Y,usmpd_me_UST5Y,usmpd_me_UST10Y,usmpd_me_SP500,usmpd_me_SPFUT,usmpd_me_DXY,usmpd_me_SEP,usmpd_me_Unscheduled,usmpd_me_PC,usmpd_me_event_count,bs_m_MPS_ORTH_y,uk_Target,uk_Path,uk_QE,uk_event_count,bs_m_MPS_ORTH,rr_resid_romer,rr_resid_full
1969-01-01,1969,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009535993883,,,,,1.009535993883,1.0118353217840195,1.0977281802333891
1970-01-01,1970,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2652917688109997,,,,,-2.2652917688109997,-2.268743551336229,-2.1261103032156825
1971-01-01,1971,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.665894259587,,,,,-1.665894259587,-1.6620831456966698,-1.6443127058446407
1972-01-01,1972,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32790743410800005,,,,,-0.32790743410800005,-0.5233697462826967,-0.6356886569410563
1973-01-01,1973,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013325333719999777,,,,,-0.013325333719999777,-0.01103857159614563,-0.31856489926576614
1974-01-01,1974,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0673603692229998,,,,,1.0673603692229998,1.0696141310036182,0.7939630225300789
1975-01-01,1975,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3216801191820002,,,,,-1.3216801191820002,-1.3250506892800331,-1.3334094807505608
1976-01-01,1976,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3011098539609998,,,,,-1.3011098539609998,-1.297653703019023,-1.3776419591158628
1977-01-01,1977,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9865817106570001,,,,,-0.9865817106570001,-0.9869918506592512,-1.2411074563860893
1978-01-01,1978,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20136113949599999,,,,,-0.20136113949599999,-0.20236602425575256,-0.471098898909986
1979-01-01,1979,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9255498172509998,,,,,0.9255498172509998,0.927399717271328,0.8616578355431557
1980-01-01,1980,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.054547658803,,,,,1.054547658803,1.055101907812059,1.3942867517471313
1981-01-01,1981,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44295003702700003,,,,,-0.44295003702700003,-0.4402652233839035,-0.488134041428566
1982-01-01,1982,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656273919042,,,,,0.656273919042,0.655938845127821,0.5404162704944611
1983-01-01,1983,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3945428843539999,,,,,0.3945428843539999,0.3953303098678589,0.3815801441669464
1984-01-01,1984,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05874699158899993,,,,,-0.05874699158899993,-0.06064935773611069,-0.1626633475534618
1985-01-01,1985,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24157054117100002,,,,,0.24157054117100002,0.23910768516361713,0.2785672079771757
1986-01-01,1986,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28838347014899995,,,,,-0.28838347014899995,-0.29103808091167593,-0.2219383381307125
1987-01-01,1987,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1310507056990001,,,,,0.1310507056990001,0.12917178310453892,0.3304473105818033
1988-01-01,1988,1,1,,,,,,,,,,,,,,,,,,,,,,,0.7063702791933852,0.38348575832602116,0.6475000000000001,0.3142234140832425,0.26721286722653126,-4.540000000000001,0.1801982801108295,3.4265935217391306,17.0,0.0,0.0,0.4,0.49,0.45499999999999996,0.4124999999999923,-2.3450610915518655,0.0,0.0,0.15454334778929102,0.17075517186733366,0.15520810967557547,0.7063696672670994,0.08013860837183157,590.0,84.94840972686734,0.3790012644785117,-5.506787343198427,0.8098786609166453,9.045459272727273,27.0,,,,,,,,,,,,,,,,,0.47741700443699997,,,,,0.47741700443699997,0.47527143731713295,0.7267412785440683
1989-01-01,1989,1,1,,,,,,,,,,,,,,,,,,,,,,,0.11537641487847485,-0.0845407667428495,0.183,0.26115287587207625,0.549450022940043,-2.8800000000000003,0.19329160287010527,1.4343305652173912,16.0,0.0,0.0,-0.045,-0.10000000000000003,-0.09,-0.15000000000003008,1.952647072413598,0.0,0.0,-0.09247218475327738,-0.03827780314814002,0.013218260277323212,0.11537427772269802,-0.29968556263001733,902.5,63.42226434787151,1.1691527225150358,-4.0506571629524375,0.4592731581147529,2.967903909090909,24.0,,,,,,,,,,,,,,,,,0.401950775671,,,,,0.401950775671,0.3988476134836674,0.45284947752952576
1990-01-01,1990,1,1,-0.26865467,-0.19606,-0.24510188,-0.02355279,-0.12264570000000001,-0.14600897000000002,,,,,,,,,,,,,,,,,-0.032679787854494616,-0.00381874277902515,-0.6215,0.11052334551765597,-0.17775066291686414,2.1100000000000003,0.19787447019406468,1.722594086956522,3.0,0.0,0.0,-0.17000000000000004,-0.16,-0.10999999999999999,-0.16000000000000114,-0.11547400000000008,0.0,0.0,-0.11214804710524112,-0.040672840624028345,-0.024076875840278664,-0.032681549501729565,0.06696280555544085,-1258.5,16.693179854667584,-0.32616007264758373,1.9966448300410615,0.06768809485722105,4.3134571818181815,14.0,,,,,,,,,,,,,,,,,0.051599845952999934,,,,,0.051599845952999934,0.046910108998417854,0.22246889770030975
1991-01-01,1991,1,1,-1.03094411,2.24081,-1.08218242,0.051238309999999995,-0.64898396,-0.38196015,-99.04969,30.42534,-25.79136,-1.0431399999999997,22.0,-15.097339999999999,7.20302,-9.779,-0.6127999999999998,22.0,,,,,,,-0.6931642167015878,-0.48617457760943056,-0.731,-0.09516277127415229,0.47098878275259803,3.139999999999999,-0.36178016177749495,2.665437956521739,13.0,0.0,0.0,-0.935,-0.955,-0.795,-0.6731,2.19737,0.0,-0.43431321600391737,-0.37816301006256287,-0.2721891173680302,-0.14747553498629634,-0.6931695390421513,-0.19573584479968398,-2110.0,-18.6638395973306,1.0155609117863067,9.008611421452738,-0.8244751094318579,4.872867363636364,22.0,,,,,,,,,,,,,,,,,0.259159679055,,,,,0.259159679055,0.258423525840044,0.3520824322476983
1992-01-01,1992,1,1,-0.33624984,0.76064,-0.33189267,-0.004357169999999999,-0.21344537000000002,-0.12280447,-26.18645,6.33859,-1.42974,1.4834799999999997,10.0,-3.9914000000000005,1.50062,-0.5421100000000001,0.87148,10.0,,,,,,,-0.09883682818379089,0.010566922307299735,-0.04499999999999999,0.029025006688847554,0.14034745734553855,0.9100000000000001,-0.0461615102863826,0.973520304347826,2.0,0.0,0.0,-0.17,-0.21000000000000002,-0.14500000000000002,-0.19000000000000003,0.8356585,0.0,-0.05970313193596175,-0.058438926555916315,-0.027415585566269118,-0.03912070302001688,-0.09883829435663312,-0.01566962040953832,-94.0,2.3750207802388346,0.08392160298836782,1.2211638993523772,0.003938244760439247,1.0532771818181819,10.0,,,,,,,,,,,,,,,,,-0.513794447357,,,,,-0.513794447357,-0.5126328971236944,-0.19335087155923247
1993-01-01,1993,1,1,-0.03699521,0.35457,-0.034490389999999996,-0.0025048200000000005,-0.0396236,0.0026283899999999995,2.5150599999999996,-0.39636000000000027,-1.90943,1.15197,8.0,0.38334,-0.09383000000000004,-0.72399,0.67671,8.0,,,,,,,0.03465983992804881,-0.05281410446275863,-0.07500000000000001,0.15313229545180818,0.19428989620050885,-2.0699999999999994,0.045358235089814514,1.5672390869565218,0.0,0.0,0.0,-0.01,-0.045000000000000005,-0.03,-0.05800000000000046,-0.16457400000000003,0.0,0.009245709075244742,-0.0015888522173746296,-0.0039054101500596485,-0.006916563849533026,0.034659138578323534,-0.043103670222035914,-75.0,15.078334466657495,0.19428989620050796,-2.411457605545365,0.04535823508981451,1.5793603181818183,8.0,,,,,,,,,,,,,,,,,0.328281517366,,,,,0.328281517366,0.3293145075440407,0.4767484702169895
1994-01-01,1994,1,1,0.22815399999999997,-0.9908,0.23885433,-0.010700330000000001,0.17311084,0.05504316,30.228910000000003,4.830889999999998,-6.60232,-1.3445600000000002,9.0,4.60754,1.1436899999999999,-2.50332,-0.78988,9.0,0.12405626118543078,0.0,0.13890613095555282,9.0,,,0.25743695156186236,0.04450632965030393,0.22800000000000004,0.27021334080101944,-0.04020398445126361,-0.5700000000000003,0.3115508303466221,3.1286549999999997,1.0,0.0,0.0,0.13,0.16,0.19999999999999998,0.183,-2.0157605,0.0,0.11177008551398732,0.04423945579825927,0.026279563072214435,-0.05505304405511456,0.25743674149414014,0.05580597847092583,228.0,26.909651832089132,-0.04020398445126361,-2.1144908536475366,0.3115508303466221,3.1131701363636366,9.0,0.30301807359307364,-0.19307587421837424,0.23001,0.13001000000000001,0.0,0.0,0.224999428,0.08600091999999998,-0.006000517999999986,0.0,0.0,2.1184967540253252,0.0,1.0,0.0,9.0,1.6534360828270003,,,,,1.6534360828270003,1.6554864197969437,1.8784849420189857
1995-01-01,1995,1,1,-0.10660914999999997,-0.30017,-0.09656282999999997,-0.01004632,-0.035419829999999985,-0.07118932,-4.665290000000002,-1.9841299999999995,-1.0904099999999999,-2.60526,8.0,-0.7110900000000002,-0.4697200000000002,-0.4134400000000001,-1.5304799999999998,8.0,-0.011278679364341293,0.0,-0.004570577204242594,8.0,,,0.0117617167984253,-0.16551014700227462,-0.34450000000000003,0.21380381879604293,0.48218144847886446,-3.8299999999999996,0.11052248372864781,1.1125619130434783,0.0,0.0,0.0,-0.025,-0.065,-0.03500000000000002,-0.10699999999999929,-0.310457,0.0,-0.05828480245456491,-0.05380651936412896,-0.0501617429963651,-0.01957946987953113,0.011760959269751,-0.08129895670636131,-344.5,21.415914927800195,0.48218144847886446,-1.4880171445696786,0.11052248372864781,1.1063319090909092,8.0,0.022737037037037028,-0.14560000000000003,0.010000000000000002,-0.07,0.0,0.0,-0.02999925599999999,-0.02500009599999998,-0.018999575999999983,0.0,0.0,0.079839891936724,0.0,0.0,0.0,8.0,0.7611563923550001,,,,,0.7611563923550001,0.7622116338461637,1.0029570739716291
