frequency,variable,nonmissing,mean,sd,min,max
yearly,ident_bp_u3,34,-0.876465,6.285643512682111,-25.79136,9.91485
yearly,ident_bp_u4,34,0.18514882352941164,4.942866977465587,-16.637150000000002,10.04814
yearly,ident_bp_event_count,34,8.735294117647058,2.477887951210108,6.0,22.0
yearly,ident_s_u1,34,-1.3446252941176469,3.7431529887574526,-15.097339999999999,4.60754
yearly,ident_s_u2,34,-0.0868823529411765,2.9708271679797225,-5.16558,8.82447
yearly,ident_s_u3,34,-0.33232147058823525,2.38325311192322,-9.779,3.7592999999999996
yearly,ident_s_u4,34,0.10876499999999988,2.903701777577124,-9.77354,5.90281
yearly,ident_s_event_count,34,8.735294117647058,2.477887951210108,6.0,22.0
yearly,mps_STMT,33,-9.588289758126352e-17,0.1491719947439226,-0.667081199344419,0.1734893358496696
yearly,mps_PC,33,-1.4298326832293682e-17,0.05724708569978772,-0.1917097115270618,0.1567469742473914
yearly,mps_ME,33,-8.326672684688674e-17,0.15682815601785585,-0.7018218265282836,0.1686448118726637
yearly,mps_event_count,33,8.363636363636363,1.4962073264211628,3.0,13.0
yearly,mps_minutes_MIN,22,-1.4035489941994168e-17,0.03622281274492571,-0.0716022904026884,0.0705183366574045
yearly,mps_minutes_event_count,22,7.7727272727272725,1.3068252399583533,2.0,9.0
yearly,bs_m_MPS,36,-4.9343245538895844e-17,0.2668256476479508,-0.8173306282459232,0.7063702791933852
yearly,bs_m_MPS_ORTH_x,36,-5.551115123125783e-17,0.15520154067987776,-0.48617457760943056,0.38348575832602116
yearly,bs_m_NFP_SURP,36,0.20647222222222228,1.8704355411219238,-0.885,10.914000000000001
yearly,bs_m_NFP_12M,36,0.09692740422823126,0.1605715114533597,-0.45703300744261277,0.3461054088790476
yearly,bs_m_SP500_3M,36,0.1558903574976308,0.3654922947484592,-1.1016269386128892,0.5635080540199731
yearly,bs_m_SLOPE_3M,36,-0.3941666666666667,2.405091474351859,-4.540000000000001,7.3100000000000005
yearly,bs_m_BCOM_3M,36,0.09990220568367777,0.3125521797478674,-0.547051715652028,0.5942495402444816
yearly,bs_m_TR_SKEW,36,1.0114855350241545,1.9366982553360974,-3.372730695652174,5.532575695652174
yearly,bs_fomc_Unscheduled,36,1.8888888888888888,4.341018825626588,0.0,17.0
yearly,bs_fomc_FF1,36,-0.010236111111111109,0.058533688237887065,-0.3465,0.027
yearly,bs_fomc_FF2,36,-0.011444444444444445,0.05701062279181934,-0.3105,0.034999999999999996
yearly,bs_fomc_ED1,36,-0.09972916666666667,0.2886725862522651,-1.1955,0.4
yearly,bs_fomc_ED2,36,-0.09909722222222223,0.30130439803922177,-1.18,0.49
yearly,bs_fomc_ED3,36,-0.07993055555555556,0.272476398788639,-0.985,0.45499999999999996
yearly,bs_fomc_ED4,36,-0.08347500000000085,0.2502271760677824,-0.885,0.4124999999999923
yearly,bs_fomc_SP500,36,0.16605689946838142,1.6247132704759686,-4.459004999999999,3.6958710000000004
yearly,bs_fomc_SP500 emini,36,0.3803040166666667,1.812716590736077,-4.397417,6.3337367
yearly,bs_fomc_TNOTE02,36,-0.06201620864034964,0.18164928452238457,-0.7518300865896176,0.19937279816181758
