date,IPP_qi,HT_qi,EQP_qi,NRS_qi,RI_qi,D_qi,GDP,IPP_nom,HT_nom,EQP_nom,NRS_nom,RI_nom,D_nom,GDP_nom,DGS1_Q
2005-07-01,54.912,41.111,64.846,65.755,142.716,65.125,16047.587,479.083,270.228,808.296,346.762,875.593,1151.814,13142.642,3.79109375
2005-10-01,54.679,42.363,65.745,66.263,142.436,63.175,16136.734,479.272,271.967,815.793,363.995,890.206,1114.745,13324.204,4.288524590163934
2006-01-01,55.358,45.517,68.667,68.485,141.101,65.684,16353.835,487.552,286.721,850.152,387.407,896.218,1154.128,13599.16,4.640322580645161
2006-04-01,56.313,45.847,69.455,69.683,134.041,65.711,16396.151,496.662,284.925,857.64,409.357,859.339,1149.249,13753.424,5.021428571428571
2006-07-01,58.094,47.288,70.016,70.878,126.62,66.652,16420.738,512.716,291.614,867.41,424.617,814.718,1160.532,13870.188,5.091111111111111
2006-10-01,59.753,47.447,70.39,71.629,120.729,67.592,16561.866,528.399,290.69,873.929,435.798,782.381,1169.422,14039.56,4.988225806451613
2007-01-01,60.26,50.651,71.37,72.919,115.289,68.501,16611.69,536.152,307.171,886.253,457.554,750.889,1179.022,14215.651,5.0075806451612905
2007-04-01,60.666,51.476,72.362,74.537,110.746,69.22,16713.314,541.758,308.172,897.845,484.892,719.274,1185.692,14402.082,4.93421875
2007-07-01,60.875,53.205,72.731,75.706,103.707,70.067,16809.587,544.679,309.266,896.02,512.206,673.671,1191.859,14564.117,4.535079365079365
2007-10-01,62.162,56.611,73.162,76.874,95.083,70.591,16915.191,556.724,318.985,893.612,531.223,618.156,1195.599,14715.058,3.6350000000000002
2008-01-01,63.322,56.855,72.757,77.179,87.519,68.309,16843.003,571.436,316.727,885.403,540.83,566.675,1153.509,14706.538,2.1129508196721307
2008-04-01,63.94,57.481,71.881,77.335,83.555,67.823,16943.291,580.278,316.33,871.824,555.738,538.808,1137.729,14865.701,2.0659375
2008-07-01,63.195,56.453,69.622,75.892,79.316,65.535,16854.295,576.058,307.782,852.11,562.617,507.06,1095.819,14898.999,2.12640625
2008-10-01,62.747,52.655,61.521,71.472,71.596,60.711,16485.35,569.762,284.329,772.186,560.71,451.391,1007.986,14608.209,0.9891935483870967
2009-01-01,61.033,51.037,54.664,66.087,64.654,60.818,16298.262,550.136,270.577,683.537,512.642,404.473,1004.48,14430.902,0.5719672131147541
2009-04-01,62.563,51.067,52.502,64.077,60.679,60.376,16269.145,559.711,266.2,652.184,458.851,374.685,994.7,14381.236,0.5211111111111111
2009-07-01,63.204,53.518,53.834,63.704,63.498,63.309,16326.281,564.471,277.197,662.038,416.227,389.385,1035.104,14448.882,0.44796874999999997
2009-10-01,65.125,56.584,56.325,64.13,63.367,61.816,16502.754,583.096,288.471,683.287,381.079,391.472,1014.201,14651.249,0.3546774193548387
2010-01-01,64.026,59.28,60.307,64.587,61.323,62.572,16582.71,571.363,298.266,719.807,358.384,379.435,1021.085,14764.61,0.3645901639344262
2010-04-01,63.707,61.256,64.236,66.714,64.509,64.544,16743.162,569.998,305.269,763.672,371.635,396.341,1043.901,14980.193,0.37828125
2010-07-01,64.943,63.368,67.695,68.53,58.793,65.558,16872.266,578.778,312.194,804.497,369.114,361.234,1052.423,15141.607,0.26890625
2010-10-01,66.159,63.981,69.068,69.874,59.766,67.393,16960.864,592.54,314.326,820.133,378.767,369.289,1078.441,15309.474,0.2591935483870968
2011-01-01,66.832,62.789,70.778,69.795,59.563,67.983,16920.632,603.092,307.656,839.817,352.96,368.767,1087.927,15351.448,0.2720967741935484
2011-04-01,67.926,64.754,71.757,71.614,60.238,67.503,17035.114,615.066,314.052,854.272,382.382,374.296,1082.903,15557.539,0.20412698412698413
2011-07-01,69.303,66.072,76.073,74.982,61.324,68.102,17031.313,628.06,316.505,904.533,409.982,381.117,1090.755,15647.68,0.13343750000000001
2011-10-01,70.89,66.357,77.829,76.91,62.915,69.734,17222.583,640.716,315.026,926.474,430.17,391.162,1112.409,15842.259,0.1139344262295082
2012-01-01,71.037,70.159,80.253,78.887,66.721,71.439,17367.01,645.438,330.985,957.835,456.99,414.107,1138.093,16068.805,0.1564516129032258
2012-04-01,71.946,71.48,82.517,80.67,67.293,71.574,17444.525,653.729,333.584,984.355,474.629,419.287,1133.557,16207.115,0.188125
2012-07-01,72.085,70.165,82.276,80.404,69.021,72.502,17469.65,656.953,325.893,984.294,471.427,433.74,1141.673,16319.541,0.18190476190476193
2012-10-01,73.499,72.204,83.914,81.279,72.617,74.146,17489.852,666.645,334.479,1007.118,461.778,460.926,1163.561,16420.419,0.1722950819672131
2013-01-01,75.94,75.285,85.664,82.532,75.378,76.008,17662.4,685.536,346.48,1026.153,450.899,485.878,1189.742,16648.189,0.14983333333333335
2013-04-01,75.638,75.344,85.812,82.958,77.923,76.379,17709.671,684.351,342.3,1025.121,465.575,508.92,1187.617,16728.687,0.12796875
2013-07-01,77.216,76.343,86.041,84.484,79.335,77.076,17860.45,699.087,344.613,1026.188,490.149,524.946,1191.933,16953.838,0.1225
2013-10-01,77.948,77.606,89.564,86.512,78.075,77.866,18016.147,709.421,345.663,1063.537,500.793,526.407,1197.851,17192.019,0.1253225806451613
2014-01-01,78.711,78.218,90.467,87.911,77.74,79.17,17953.974,718.207,344.916,1072.304,526.986,535.27,1207.539,17197.738,0.12049180327868853
2014-04-01,80.71,81.281,92.907,90.429,80.291,82.126,18185.911,733.586,355.209,1101.386,553.476,554.134,1244.233,17518.508,0.10301587301587302
2014-07-01,82.455,81.248,95.801,92.385,81.51,83.55,18406.941,749.048,351.435,1134.139,562.954,572.535,1261.26,17804.228,0.109375
2014-10-01,84.327,83.515,95.331,93.192,84.432,85.164,18500.031,765.004,357.108,1128.514,578.38,594.197,1276.009,17912.079,0.15225806451612903
2015-01-01,83.819,84.371,96.333,93.236,86.096,86.792,18666.621,765.453,357.025,1139.214,570.471,609.87,1291.044,18063.529,0.22540983606557377
2015-04-01,84.279,86.054,96.742,93.884,88.394,88.542,18782.243,770.986,360.9,1141.608,573.201,629.311,1317.766,18279.784,0.2503125
2015-07-01,85.615,88.621,98.353,94.457,91.181,89.7,18857.418,782.181,365.773,1155.625,558.764,654.93,1326.9,18401.626,0.3478125
2015-10-01,87.93,89.878,97.281,94.039,92.602,90.279,18892.206,796.896,365.281,1139.957,538.195,669.31,1327.463,18435.137,0.467258064516129
2016-01-01,90.627,90.784,97.025,94.118,95.497,91.481,19001.69,814.945,364.557,1132.464,515.3,693.163,1338.655,18525.933,0.580983606557377
2016-04-01,92.904,91.155,96.021,94.921,95.795,92.257,19062.709,837.761,364.166,1116.87,528.923,704.254,1345.902,18711.702,0.56625
2016-07-01,94.774,92.641,95.916,96.351,95.536,94.621,19197.938,852.193,364.644,1112.963,548.923,712.569,1366.32,18892.639,0.559375
2016-10-01,95.83,94.482,96.39,97.125,96.774,96.106,19304.352,867.13,367.493,1116.828,557.199,730.983,1375.105,19089.379,0.7557377049180328
2017-01-01,97.921,95.814,97.02,98.096,99.039,96.878,19398.343,884.582,371.971,1126.307,561.944,753.643,1385.09,19280.084,0.8925806451612904
2017-04-01,98.614,99.487,98.866,99.199,99.594,98.112,19506.949,894.391,384.401,1147.226,568.007,767.212,1394.392,19438.643,1.1257142857142857
2017-07-01,100.737,100.64,100.515,100.156,99.668,100.638,19660.766,913.386,387.867,1165.64,559.471,776.428,1417.806,19692.595,1.2434920634920636
2017-10-01,102.728,104.059,103.6,102.549,101.698,104.372,19882.352,932.628,399.61,1200.639,568.109,798.28,1466.355,20037.088,1.5503225806451613
2018-01-01,104.917,107.04,105.433,105.418,99.773,105.722,20044.077,956.773,407.517,1220.546,600.403,800.265,1483.333,20328.553,1.9424590163934425
2018-04-01,107.901,107.428,105.615,106.612,100.456,106.332,20150.476,986.128,405.529,1222.023,606.246,819.613,1488.127,20580.912,2.2521875
2018-07-01,109.738,108.774,105.618,107.27,99.504,107.1,20276.154,1001.274,408.926,1227.106,610.357,819.662,1491.615,20798.73,2.46015873015873
2018-10-01,112.857,108.727,107.001,108.241,97.506,107.277,20304.874,1024.695,404.532,1240.806,601.99,808.027,1492.248,20917.867,2.6681967213114755
2019-01-01,114.036,110.628,107.593,108.971,96.407,106.321,20431.641,1040.352,409.105,1249.844,609.43,803.435,1482.601,21111.6,2.5396721311475408
2019-04-01,116.492,112.805,108.687,111.043,98.042,109.417,20602.275,1067.006,413.098,1263.133,636.826,820.007,1517.861,21397.938,2.258888888888889
2019-07-01,118.781,111.107,107.068,112.115,99.448,111.992,20843.322,1086.881,403.601,1241.745,668.613,838.245,1544.227,21717.171,1.845
2019-10-01,121.66,109.969,104.645,111.619,99.764,112.902,20985.448,1105.309,395.667,1208.882,663.124,846.813,1549.885,21933.217,1.5758064516129033
2020-01-01,123.573,105.267,99.411,109.656,102.591,108.393,20709.212,1126.159,377.519,1149.198,656.833,877.327,1484.685,21751.238,1.067741935483871
2020-04-01,120.371,108.322,87.924,100.751,95.477,108.102,19077.992,1109.837,387.054,1018.188,574.49,816.792,1467.16,19958.291,0.1742857142857143
2020-07-01,122.559,115.693,97.127,105.093,108.584,127.925,20558.879,1132.9,413.309,1121.038,562.639,950.812,1754.408,21704.437,0.13468750000000002
2020-10-01,125.659,118.741,101.252,108.055,116.246,128.793,20791.917,1175.929,422.868,1161.565,564.503,1037.253,1780.548,22087.16,0.11451612903225807
